T04,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
148,Chad,2000,"Seats held by women in national parliament, as of February (%)",2011-05,,2.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2005,"Seats held by women in national parliament, as of February (%)",2011-05,,6.4516,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2010,"Seats held by women in national parliament, as of February (%)",2011-05,,5.1613,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2015,"Seats held by women in national parliament, as of February (%)",2011-05,,14.8936,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2016,"Seats held by women in national parliament, as of February (%)",2011-05,,14.8936,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2017,"Seats held by women in national parliament, as of February (%)",2011-05,,12.766,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2018,"Seats held by women in national parliament, as of February (%)",2011-05,,12.766,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2019,"Seats held by women in national parliament, as of February (%)",2011-05,,14.881,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
148,Chad,2020,"Seats held by women in national parliament, as of February (%)",2011-05,,15.43,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2000,"Seats held by women in national parliament, as of February (%)",2017-11,,10.8333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2005,"Seats held by women in national parliament, as of February (%)",2017-11,,12.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2010,"Seats held by women in national parliament, as of February (%)",2017-11,,14.1667,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2015,"Seats held by women in national parliament, as of February (%)",2017-11,,15.8333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2016,"Seats held by women in national parliament, as of February (%)",2017-11,,15.8333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2017,"Seats held by women in national parliament, as of February (%)",2017-11,,15.8333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2019,"Seats held by women in national parliament, as of February (%)",2017-11,,22.5806,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
152,Chile,2020,"Seats held by women in national parliament, as of February (%)",2017-11,,22.58,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2000,"Seats held by women in national parliament, as of February (%)",2018-03,,21.8194,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2005,"Seats held by women in national parliament, as of February (%)",2018-03,,20.2345,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2010,"Seats held by women in national parliament, as of February (%)",2018-03,,21.3257,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2015,"Seats held by women in national parliament, as of February (%)",2018-03,,23.6228,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2016,"Seats held by women in national parliament, as of February (%)",2018-03,,23.6228,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2017,"Seats held by women in national parliament, as of February (%)",2018-03,,23.703,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2018,"Seats held by women in national parliament, as of February (%)",2018-03,,24.2476,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2019,"Seats held by women in national parliament, as of February (%)",2018-03,,24.9412,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
156,China,2020,"Seats held by women in national parliament, as of February (%)",2018-03,,24.94,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2000,"Seats held by women in national parliament, as of February (%)",2018-03,,11.8012,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2005,"Seats held by women in national parliament, as of February (%)",2018-03,,12.0482,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2010,"Seats held by women in national parliament, as of February (%)",2018-03,,8.4337,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2015,"Seats held by women in national parliament, as of February (%)",2018-03,,19.8795,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2016,"Seats held by women in national parliament, as of February (%)",2018-03,,19.8795,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2017,"Seats held by women in national parliament, as of February (%)",2018-03,,18.6747,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2018,"Seats held by women in national parliament, as of February (%)",2018-03,,18.6747,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2019,"Seats held by women in national parliament, as of February (%)",2018-03,,18.7135,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
170,Colombia,2020,"Seats held by women in national parliament, as of February (%)",2018-03,,18.34,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
174,Comoros,2005,"Seats held by women in national parliament, as of February (%)",2015-02,,3.0303,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
174,Comoros,2010,"Seats held by women in national parliament, as of February (%)",2015-02,,3.0303,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
174,Comoros,2016,"Seats held by women in national parliament, as of February (%)",2015-02,,3.0303,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
174,Comoros,2017,"Seats held by women in national parliament, as of February (%)",2015-02,,6.0606,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
174,Comoros,2018,"Seats held by women in national parliament, as of February (%)",2015-02,,6.0606,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
174,Comoros,2019,"Seats held by women in national parliament, as of February (%)",2015-02,,6.0606,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
174,Comoros,2020,"Seats held by women in national parliament, as of February (%)",2015-02,,6.06,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2000,"Seats held by women in national parliament, as of February (%)",2017-07,,12,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2005,"Seats held by women in national parliament, as of February (%)",2017-07,,8.5271,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2010,"Seats held by women in national parliament, as of February (%)",2017-07,,7.2993,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2015,"Seats held by women in national parliament, as of February (%)",2017-07,,7.3529,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2016,"Seats held by women in national parliament, as of February (%)",2017-07,,7.3529,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2017,"Seats held by women in national parliament, as of February (%)",2017-07,,7.3529,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2018,"Seats held by women in national parliament, as of February (%)",2017-07,,11.2583,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2019,"Seats held by women in national parliament, as of February (%)",2017-07,,11.2583,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
178,Congo,2020,"Seats held by women in national parliament, as of February (%)",2017-07,,11.26,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
